CarrierCode,AgentCode,StatementDate,PolicyNumber,TransactionType,WrittenPremium,CommissionPercent,CommissionAmount,DueDate,ReversalIndicator
HART,120133,2025-04-30,UMF1326613,Renewal,5949.02,0.0933,555.04,2025-05-15,False
ALLS,120057,2025-04-30,LDY9897387,Renewal,2874.4,0.134,385.17,2025-05-15,False
LIBM,120103,2025-04-30,VRY9586188,Renewal,2988.64,0.1374,410.64,2025-05-15,False
PRGS,120230,2026-01-31,KVA0356540,Endorsement,8.99,0.1329,1.19,2026-02-15,False
HART,120139,2025-04-30,FFN4396017,New,2601.2,0.0851,221.36,2025-05-15,False
LIBM,120221,2025-04-30,GYZ3810340,New,1730.43,0.1027,177.72,2025-05-15,False
HART,120180,2025-10-31,YCC6673108,Cancel,-0.0,0.0912,-0.0,2025-11-15,False
PRGS,120138,2025-04-30,XGS3393778,Renewal,1605.68,0.1127,180.96,2025-05-15,False
LIBM,120244,2025-04-30,SUW5454753,New,2989.89,0.1176,351.61,2025-05-15,False
GEIC,120092,2025-04-30,WGX5990029,Renewal,7886.1,0.0903,712.11,2025-05-15,False
NATI,120181,2025-04-30,WDH5741551,New,647.86,0.0855,55.39,2025-05-15,False
FARM,120269,2025-07-31,WZB5949456,Endorsement,-19.13,0.1017,-1.95,2025-08-15,True
CHUB,120219,2025-04-30,JUA0495616,Renewal,2428.21,0.0978,237.48,2025-05-15,False
ALLS,120070,2025-04-30,WAC6708996,Renewal,1617.01,0.1268,205.04,2025-05-15,False
ALLS,120092,2025-04-30,PUG9283028,Renewal,3911.72,0.172,672.82,2025-05-15,False
NATI,120083,2025-04-30,YKW3639823,Renewal,3719.3,0.1914,711.87,2025-05-15,False
GEIC,120095,2026-03-31,EBA0972129,Endorsement,-3.31,0.1189,-0.39,2026-04-15,True
GEIC,120098,2025-04-30,HUN9824090,Renewal,2000.0,0.1189,237.8,2025-05-15,False
HART,120065,2025-04-30,YYD7801385,Renewal,756.58,0.1366,103.35,2025-05-15,False
GEIC,120014,2025-04-30,EML9010164,New,1115.95,0.0952,106.24,2025-05-15,False
HART,120120,2025-04-30,XFZ8601429,Renewal,2000.0,0.1303,260.6,2025-05-15,False
NATI,120141,2025-04-30,EKT1492857,Renewal,1157.85,0.1335,154.57,2025-05-15,False
TRAV,120118,2025-04-30,YDT6569383,Renewal,3333.02,0.1513,504.29,2025-05-15,False
PRGS,120220,2025-04-30,SDE6028366,Renewal,1476.2,0.1117,164.89,2025-05-15,False
TRAV,120154,2025-04-30,GWB6883568,New,454.7,0.0842,38.29,2025-05-15,False
ALLS,120053,2025-04-30,KEK7428335,Renewal,713.23,0.0811,57.84,2025-05-15,False
CHUB,120275,2025-04-30,GJT1583894,New,943.69,0.0914,86.25,2025-05-15,False
ALLS,120252,2025-04-30,NPA5457739,New,555.92,0.0918,51.03,2025-05-15,False
LIBM,120213,2025-04-30,SKP5219226,Renewal,3164.31,0.08,253.14,2025-05-15,False
LIBM,120084,2025-04-30,YZG7934607,Renewal,3098.54,0.1091,338.05,2025-05-15,False
TRAV,120236,2025-04-30,GUU9229820,Renewal,1730.01,0.1449,250.68,2025-05-15,False
ALLS,120198,2025-04-30,UXL0889809,Renewal,2004.13,0.1287,257.93,2025-05-15,False
AMFA,120219,2025-04-30,UAS4893793,Renewal,5555.24,0.1011,561.63,2025-05-15,False
TRAV,120170,2025-04-30,SKH4997860,New,1360.28,0.1016,138.2,2025-05-15,False
ALLS,120215,2025-04-30,JET6545807,New,2019.51,0.0931,188.02,2025-05-15,False
CHUB,120015,2025-04-30,TPR8164692,Renewal,539.67,0.137,73.93,2025-05-15,False
TRAV,120149,2025-04-30,LGX4727978,Renewal,876.05,0.125,109.51,2025-05-15,False
FARM,120040,2025-04-30,MUL1149864,New,2825.79,0.0896,253.19,2025-05-15,False
TRAV,120173,2025-04-30,WKM3025464,Renewal,2850.86,0.1635,466.12,2025-05-15,False
CHUB,120168,2025-04-30,XCX3801695,New,792.97,0.089,70.57,2025-05-15,False
TRAV,120033,2025-04-30,NBE0699138,Renewal,2106.28,0.1054,222.0,2025-05-15,False
TRAV,120211,2025-06-30,BPV4053488,Cancel,-0.0,0.1241,-0.0,2025-07-15,False
HART,120131,2026-02-28,TTG2769681,Endorsement,-32.67,0.1214,-3.97,2026-03-15,True
PRGS,120194,2025-04-30,UFK5593209,Renewal,3576.75,0.2,715.35,2025-05-15,False
GEIC,120209,2025-04-30,CMZ1582532,New,2087.92,0.1017,212.34,2025-05-15,False
TRAV,120265,2025-04-30,VWJ7214252,New,2792.35,0.0956,266.95,2025-05-15,False
HART,120112,2025-04-30,SNV4751019,Renewal,4760.86,0.1274,606.53,2025-05-15,False
CHUB,120108,2025-05-31,ZPB4519935,Reinstate,0.0,0.1257,0.0,2025-06-15,False
ALLS,120262,2025-04-30,ZFH8409807,Renewal,2521.21,0.1184,298.51,2025-05-15,False
TRAV,120106,2025-04-30,ZLF4861762,Renewal,6736.82,0.1121,755.2,2025-05-15,False
GEIC,120095,2025-04-30,ELS5610275,Renewal,1235.5,0.1509,186.44,2025-05-15,False
ALLS,120264,2025-04-30,TZE0983848,New,2967.3,0.119,353.11,2025-05-15,False
ALLS,120007,2025-04-30,KGP2281609,New,1621.9,0.14,227.07,2025-05-15,False
ALLS,120131,2025-04-30,DFN8031314,Renewal,2209.07,0.1333,294.47,2025-05-15,False
TRAV,120037,2025-04-30,VJX3343337,Renewal,728.51,0.1085,79.04,2025-05-15,False
TRAV,120014,2025-04-30,BZR7232998,Renewal,2458.32,0.1053,258.86,2025-05-15,False
TRAV,120010,2025-04-30,JLD5496624,Renewal,837.66,0.1152,96.5,2025-05-15,False
AMFA,120110,2025-07-31,CZA5314278,Endorsement,-12.96,0.0884,-1.15,2025-08-15,True
NATI,120299,2025-04-30,JSS3463231,Renewal,3453.77,0.1011,349.18,2025-05-15,False
HART,120083,2025-04-30,YFR4888011,Renewal,500.0,0.1272,63.6,2025-05-15,False
GEIC,120238,2025-04-30,XUR4430100,New,1351.44,0.0932,125.95,2025-05-15,False
PRGS,120170,2025-04-30,FKA1940416,Renewal,6741.86,0.1237,833.97,2025-05-15,False
PRGS,120092,2025-04-30,NET9611592,New,2099.49,0.112,235.14,2025-05-15,False
CHUB,120250,2025-04-30,ZHB2843964,New,720.14,0.0958,68.99,2025-05-15,False
CHUB,120099,2026-01-31,JUF0161744,Endorsement,2.03,0.0879,0.18,2026-02-15,False
NATI,120048,2025-04-30,KGV0485178,New,1628.25,0.0913,148.66,2025-05-15,False
GEIC,120252,2025-04-30,SEM8229107,New,2223.81,0.0899,199.92,2025-05-15,False
GEIC,120290,2025-04-30,WGH5542601,Renewal,3996.01,0.0791,316.08,2025-05-15,False
FARM,120254,2025-04-30,FGX7770497,Renewal,1125.83,0.1136,127.89,2025-05-15,False
CHUB,120004,2025-04-30,XTZ1137732,Renewal,1804.69,0.1285,231.9,2025-05-15,False
TRAV,120092,2025-04-30,RMF4647411,Renewal,3042.19,0.0818,248.85,2025-05-15,False
LIBM,120212,2025-04-30,UBX2433211,Renewal,1500.0,0.1359,203.85,2025-05-15,False
HART,120007,2025-04-30,GZK0221887,Renewal,1181.78,0.06,70.91,2025-05-15,False
CHUB,120127,2025-04-30,UGZ6196657,New,1134.37,0.126,142.93,2025-05-15,False
AMFA,120125,2026-01-31,NXZ8318770,Cancel,-0.0,0.175,-0.0,2026-02-15,False
PRGS,120243,2025-04-30,FBL8616332,Renewal,2750.87,0.1192,327.9,2025-05-15,False
FARM,120227,2025-04-30,PEJ1174791,Renewal,4245.46,0.2,849.09,2025-05-15,False
FARM,120074,2025-04-30,KPY6969115,Renewal,996.98,0.083,82.75,2025-05-15,False
GEIC,120163,2025-04-30,RBB1031143,New,2037.29,0.0736,149.94,2025-05-15,False
NATI,120274,2025-04-30,AGL0185536,Renewal,1222.28,0.1223,149.48,2025-05-15,False
LIBM,120190,2025-04-30,YEL9702699,New,847.97,0.12,101.76,2025-05-15,False
AMFA,120035,2025-04-30,CPV7033910,New,1445.02,0.124,179.18,2025-05-15,False
LIBM,120231,2025-04-30,LCG2675861,Renewal,2342.54,0.1201,281.34,2025-05-15,False
HART,120048,2025-04-30,XCZ7758059,New,1684.94,0.087,146.59,2025-05-15,False
TRAV,120043,2025-04-30,KTJ5331295,Renewal,15000.0,0.0951,1426.5,2025-05-15,False
NATI,120027,2025-04-30,GCA3070564,Renewal,4488.53,0.1451,651.29,2025-05-15,False
HART,120238,2025-04-30,ZTC8006873,New,1331.92,0.1076,143.31,2025-05-15,False
TRAV,120000,2025-04-30,APP8324999,Renewal,2149.23,0.1168,251.03,2025-05-15,False
ALLS,120000,2025-04-30,CRP0875621,Renewal,1119.63,0.1508,168.84,2025-05-15,False
GEIC,120214,2025-04-30,VAA4477606,Renewal,515.32,0.1216,62.66,2025-05-15,False
PRGS,120215,2025-04-30,XDM3617181,New,1196.63,0.1237,148.02,2025-05-15,False
GEIC,120172,2025-04-30,KFD8675899,Renewal,4164.14,0.1889,786.61,2025-05-15,False
GEIC,120229,2025-04-30,ERW1658435,Renewal,1406.94,0.0993,139.71,2025-05-15,False
ALLS,120185,2025-04-30,KNB7991566,Renewal,3155.51,0.1137,358.78,2025-05-15,False
HART,120210,2025-04-30,CMH1310556,Renewal,870.85,0.1681,146.39,2025-05-15,False
NATI,120154,2026-01-31,EUB3741156,Endorsement,53.51,0.123,6.58,2026-02-15,False
TRAV,120084,2025-04-30,ZXE1656730,Renewal,1016.94,0.1017,103.42,2025-05-15,False
TRAV,120124,2025-04-30,VUX4106453,Renewal,2000.0,0.0789,157.8,2025-05-15,False
GEIC,120223,2025-04-30,WFW6579898,Renewal,4174.48,0.1364,569.4,2025-05-15,False
GEIC,120223,2026-05-31,WFW6579898,Audit,546.09,0.1364,74.49,2026-06-15,False
PRGS,120204,2025-04-30,DSG0097872,Renewal,3376.85,0.1063,358.96,2025-05-15,False
LIBM,120143,2025-04-30,DHY8511628,Renewal,1135.41,0.1394,158.28,2025-05-15,False
GEIC,120168,2025-04-30,DXS6304044,New,686.63,0.0953,65.44,2025-05-15,False
HART,120155,2025-04-30,HFF6363515,Renewal,783.2,0.1369,107.22,2025-05-15,False
AMFA,120291,2025-04-30,ZUU5149183,Renewal,385.69,0.1247,48.1,2025-05-15,False
ALLS,120030,2025-04-30,VPA2824095,New,995.58,0.1182,117.68,2025-05-15,False
HART,120151,2025-04-30,CZK1507778,Renewal,1158.87,0.1344,155.75,2025-05-15,False
CHUB,120144,2025-04-30,CFK7494585,New,474.66,0.0903,42.86,2025-05-15,False
LIBM,120039,2025-04-30,ENG8819296,Renewal,3062.99,0.1375,421.16,2025-05-15,False
PRGS,120204,2025-04-30,HUY5853066,Renewal,1858.8,0.1204,223.8,2025-05-15,False
NATI,120028,2025-04-30,LDJ9496465,Renewal,2925.98,0.1108,324.2,2025-05-15,False
TRAV,120136,2025-04-30,ZHV3227055,Renewal,4115.06,0.1327,546.07,2025-05-15,False
GEIC,120187,2025-04-30,EVU9500994,New,1024.11,0.081,82.95,2025-05-15,False
GEIC,120008,2025-04-30,GYM3432888,Renewal,857.12,0.113,96.85,2025-05-15,False
TRAV,120059,2025-04-30,MCE6628493,Renewal,3534.1,0.0698,246.68,2025-05-15,False
HART,120073,2025-04-30,FEF5547861,Renewal,2752.92,0.1433,394.49,2025-05-15,False
NATI,120056,2025-04-30,WTL1529259,Renewal,2551.06,0.1352,344.9,2025-05-15,False
GEIC,120295,2025-04-30,UDR8540949,Renewal,312.62,0.1332,41.64,2025-05-15,False
HART,120138,2025-04-30,ZBS6205480,New,1120.27,0.0986,110.46,2025-05-15,False
AMFA,120014,2025-04-30,CTP1591729,New,658.05,0.06,39.48,2025-05-15,False
TRAV,120028,2025-04-30,MPL4960774,Renewal,1371.86,0.1258,172.58,2025-05-15,False
TRAV,120144,2025-04-30,JLT5970395,New,2255.88,0.0976,220.17,2025-05-15,False
PRGS,120178,2025-04-30,KFM1433169,New,816.86,0.1006,82.18,2025-05-15,False
PRGS,120259,2025-04-30,DYU5536863,Renewal,673.24,0.1335,89.88,2025-05-15,False
FARM,120291,2025-04-30,YTT8005401,Renewal,2979.76,0.1871,557.51,2025-05-15,False
HART,120116,2025-04-30,EML8952674,New,1876.51,0.0933,175.08,2025-05-15,False
CHUB,120181,2025-04-30,GSM9868019,Renewal,9909.54,0.1487,1473.55,2025-05-15,False
GEIC,120067,2025-04-30,HZU3460987,New,1475.49,0.0942,138.99,2025-05-15,False
TRAV,120185,2025-04-30,VAL2424127,Renewal,817.17,0.1456,118.98,2025-05-15,False
LIBM,120056,2025-04-30,MMP6544787,Renewal,15000.0,0.111,1665.0,2025-05-15,False
GEIC,120128,2025-04-30,TMN0421053,New,2031.63,0.14,284.43,2025-05-15,False
PRGS,120184,2025-04-30,TFS2762526,New,3315.9,0.0979,324.63,2025-05-15,False
LIBM,120141,2025-04-30,HUL7702940,New,1005.4,0.1053,105.87,2025-05-15,False
PRGS,120114,2025-04-30,XHU6100967,New,932.95,0.1249,116.53,2025-05-15,False
HART,120007,2025-04-30,HZK5412944,New,896.68,0.0929,83.3,2025-05-15,False
PRGS,120251,2025-04-30,LKW0079837,New,2572.52,0.0982,252.62,2025-05-15,False
TRAV,120068,2025-04-30,KLY9668585,New,2016.99,0.0812,163.78,2025-05-15,False
HART,120287,2025-04-30,XKP6937865,Renewal,4984.52,0.1803,898.71,2025-05-15,False
HART,120287,2026-06-30,XKP6937865,Audit,-341.5,0.1803,-61.57,2026-07-15,True
HART,120037,2025-04-30,JVT6046300,Renewal,5559.88,0.1698,944.07,2025-05-15,False
TRAV,120036,2026-01-31,HVS0037186,Reinstate,0.0,0.1178,0.0,2026-02-15,False
ALLS,120129,2025-04-30,HLU4606091,Rewrite,9237.92,0.1809,1671.14,2025-05-15,False
HART,120283,2025-04-30,XGP3441120,New,1669.09,0.0769,128.35,2025-05-15,False
TRAV,120008,2025-04-30,JSN8919014,Renewal,1655.25,0.0645,106.76,2025-05-15,False
LIBM,120269,2025-04-30,YWX7851752,Renewal,2098.29,0.1301,272.99,2025-05-15,False
NATI,120140,2025-04-30,KTH3842531,New,1205.79,0.0713,85.97,2025-05-15,False
GEIC,120182,2025-04-30,JRA9828759,Renewal,5197.27,0.1496,777.51,2025-05-15,False
HART,120026,2025-04-30,FNM0745409,Renewal,665.8,0.0995,66.25,2025-05-15,False
ALLS,120024,2025-04-30,DUD1710308,New,1401.24,0.1214,170.11,2025-05-15,False
CHUB,120166,2026-02-28,FZD6133104,Cancel,-0.0,0.1203,-0.0,2026-03-15,False
CHUB,120173,2025-04-30,ARE8131942,Renewal,2122.2,0.0927,196.73,2025-05-15,False
LIBM,120052,2025-04-30,MGJ7792328,Renewal,771.14,0.154,118.76,2025-05-15,False
TRAV,120066,2025-04-30,UXR5665188,Renewal,188.07,0.1185,22.29,2025-05-15,False
ALLS,120169,2025-04-30,DYX8458324,Renewal,2291.35,0.1297,297.19,2025-05-15,False
GEIC,120037,2025-04-30,XCP5209295,New,2138.04,0.1178,251.86,2025-05-15,False
TRAV,120102,2025-04-30,ZMK2917266,New,2557.74,0.0797,203.85,2025-05-15,False
GEIC,120227,2025-04-30,JWB5345218,Renewal,1842.28,0.092,169.49,2025-05-15,False
PRGS,120095,2025-04-30,BVX1435774,New,393.97,0.0905,35.65,2025-05-15,False
TRAV,120263,2025-04-30,XVN1846967,Renewal,1096.96,0.152,166.74,2025-05-15,False
LIBM,120082,2025-04-30,RUJ1241758,Renewal,1486.44,0.129,191.75,2025-05-15,False
AMFA,120220,2025-04-30,HJP8487283,Renewal,406.53,0.117,47.56,2025-05-15,False
PRGS,120276,2025-04-30,FKP7302717,Renewal,6415.62,0.155,994.42,2025-05-15,False
CHUB,120012,2025-04-30,BSR1375990,Renewal,3141.49,0.0995,312.58,2025-05-15,False
TRAV,120299,2025-04-30,SNV7949843,Renewal,3168.06,0.1147,363.38,2025-05-15,False
ALLS,120237,2025-04-30,RUP6069804,New,1079.51,0.1011,109.14,2025-05-15,False
CHUB,120255,2025-04-30,YYW5433290,Renewal,3267.25,0.2,653.45,2025-05-15,False
LIBM,120139,2025-04-30,CPX2093413,New,1562.54,0.1104,172.5,2025-05-15,False
CHUB,120137,2026-03-31,LMU6093734,Reinstate,0.0,0.1119,0.0,2026-04-15,False
CHUB,120163,2025-04-30,YXV5727886,New,3208.01,0.127,407.42,2025-05-15,False
HART,120095,2025-08-31,JBE5330704,Endorsement,5.16,0.1157,0.6,2025-09-15,False
AMFA,120152,2025-04-30,NFS3830359,Renewal,6338.48,0.1031,653.5,2025-05-15,False
GEIC,120211,2025-04-30,HAL7156075,New,3329.07,0.1083,360.54,2025-05-15,False
NATI,120271,2025-04-30,LLN4856989,New,1619.72,0.102,165.21,2025-05-15,False
LIBM,120280,2025-04-30,RWC1742813,Renewal,1171.42,0.1316,154.16,2025-05-15,False
AMFA,120240,2025-04-30,GJL9603936,Renewal,733.5,0.0901,66.09,2025-05-15,False
HART,120146,2025-04-30,NMK1020969,New,2361.86,0.06,141.71,2025-05-15,False
TRAV,120076,2025-04-30,VNR3918028,New,1354.83,0.0803,108.79,2025-05-15,False
LIBM,120112,2025-12-31,FXB8109142,Cancel,-0.0,0.1527,-0.0,2026-01-15,False
AMFA,120043,2025-04-30,JFE5259236,Renewal,6354.47,0.1549,984.31,2025-05-15,False
AMFA,120043,2026-05-31,JFE5259236,Audit,733.72,0.1549,113.65,2026-06-15,False
FARM,120088,2025-04-30,BJN6004457,Renewal,997.66,0.1524,152.04,2025-05-15,False
GEIC,120201,2025-04-30,MPD3738363,New,2031.18,0.1219,247.6,2025-05-15,False
ALLS,120273,2025-04-30,UXL2415517,Renewal,1779.93,0.2,355.99,2025-05-15,False
ALLS,120273,2026-04-30,UXL2415517,Audit,-46.81,0.2,-9.36,2026-05-15,True
ALLS,120246,2025-04-30,NHV5443539,New,674.64,0.0856,57.75,2025-05-15,False
NATI,120013,2025-04-30,MBA2334605,New,2955.81,0.1088,321.59,2025-05-15,False
NATI,120290,2025-04-30,NJH6637951,Renewal,599.08,0.1166,69.85,2025-05-15,False
ALLS,120013,2025-04-30,SBG1306854,Renewal,4939.38,0.1026,506.78,2025-05-15,False
GEIC,120222,2025-04-30,SMU8222123,Renewal,2000.0,0.093,186.0,2025-05-15,False
LIBM,120211,2025-04-30,ZMZ2436824,New,1782.26,0.1164,207.46,2025-05-15,False
PRGS,120001,2025-04-30,GPV0122119,Renewal,288.29,0.0949,27.36,2025-05-15,False
FARM,120270,2025-04-30,LAS1870985,New,1272.15,0.1263,160.67,2025-05-15,False
FARM,120275,2025-04-30,AZB8391738,Renewal,729.59,0.1363,99.44,2025-05-15,False
PRGS,120152,2026-02-28,EZZ4340523,Endorsement,-22.45,0.1385,-3.11,2026-03-15,True
NATI,120138,2025-04-30,XVT8535953,Renewal,3960.58,0.1791,709.34,2025-05-15,False
GEIC,120066,2025-04-30,NWT0022323,Renewal,7452.65,0.12,894.32,2025-05-15,False
CHUB,120100,2025-04-30,CSE6244016,New,949.57,0.1131,107.4,2025-05-15,False
LIBM,120008,2026-01-31,TAK5887428,Endorsement,16.35,0.1316,2.15,2026-02-15,False
ALLS,120168,2025-04-30,MSS3557464,Renewal,1016.93,0.1262,128.34,2025-05-15,False
PRGS,120243,2025-04-30,MUZ8718237,Renewal,8642.98,0.1411,1219.52,2025-05-15,False
NATI,120197,2025-04-30,BTV2724843,Renewal,3861.84,0.1087,419.78,2025-05-15,False
TRAV,120160,2025-11-30,WJU9030114,Endorsement,21.01,0.088,1.85,2025-12-15,False
AMFA,120108,2025-04-30,ZFV4570553,Renewal,1185.75,0.0857,101.62,2025-05-15,False
HART,120022,2025-04-30,MKE6340795,Renewal,687.13,0.1443,99.15,2025-05-15,False
ALLS,120151,2025-04-30,NZZ9929697,Renewal,833.03,0.1206,100.46,2025-05-15,False
GEIC,120092,2025-04-30,RRX1702568,New,1535.88,0.0684,105.05,2025-05-15,False
HART,120181,2025-04-30,AUK6386415,New,3869.13,0.1005,388.85,2025-05-15,False
GEIC,120009,2025-04-30,NPB5732462,Renewal,2401.11,0.1236,296.78,2025-05-15,False
TRAV,120108,2025-04-30,RJW0246971,Renewal,2077.29,0.1497,310.97,2025-05-15,False
LIBM,120264,2025-04-30,DDM8378583,New,2018.32,0.0921,185.89,2025-05-15,False
CHUB,120127,2025-04-30,BTC9560979,New,1361.17,0.1006,136.93,2025-05-15,False
TRAV,120013,2025-04-30,ZCD5109700,Renewal,1548.26,0.1011,156.53,2025-05-15,False
CHUB,120102,2025-04-30,FXG7009821,New,2036.26,0.088,179.19,2025-05-15,False
ALLS,120019,2025-04-30,ULU7685897,Renewal,2108.77,0.148,312.1,2025-05-15,False
HART,120258,2025-04-30,MPA7232354,New,1568.3,0.0927,145.38,2025-05-15,False
GEIC,120299,2025-04-30,JYA6789027,Renewal,1556.4,0.06,93.38,2025-05-15,False
GEIC,120246,2025-04-30,XVT8269942,Rewrite,3000.0,0.1526,457.8,2025-05-15,False
FARM,120162,2025-04-30,LTP3251567,Renewal,500.0,0.1342,67.1,2025-05-15,False
NATI,120233,2025-04-30,XYB1026129,Renewal,924.02,0.132,121.97,2025-05-15,False
CHUB,120149,2025-04-30,DNJ0892044,New,1814.13,0.097,175.97,2025-05-15,False
LIBM,120194,2025-04-30,KXW7469306,Renewal,1614.37,0.0982,158.53,2025-05-15,False
TRAV,120135,2025-04-30,MFU3438304,New,2483.49,0.1186,294.54,2025-05-15,False
TRAV,120015,2025-04-30,BWZ7223635,Renewal,2487.31,0.1318,327.83,2025-05-15,False
HART,120130,2025-04-30,TFV2723662,Renewal,1409.35,0.115,162.08,2025-05-15,False
PRGS,120124,2025-04-30,FGJ2859871,Renewal,8598.49,0.1695,1457.44,2025-05-15,False
ALLS,120279,2025-04-30,WVJ7233884,Renewal,15000.0,0.1515,2272.5,2025-05-15,False
PRGS,120257,2025-04-30,DBS1603307,Renewal,1084.38,0.1608,174.37,2025-05-15,False
GEIC,120030,2025-04-30,RNX0989208,Renewal,1644.15,0.1478,243.01,2025-05-15,False
PRGS,120159,2025-04-30,JMD9005011,Renewal,949.9,0.1324,125.77,2025-05-15,False
AMFA,120121,2025-04-30,DJA0345565,New,1830.4,0.14,256.26,2025-05-15,False
NATI,120190,2025-05-31,WWZ5863984,Cancel,-0.0,0.1111,-0.0,2025-06-15,False
GEIC,120221,2025-04-30,NHF3017183,Renewal,5626.83,0.0563,316.79,2025-05-15,False
NATI,120133,2025-04-30,ADT5847525,Renewal,3134.25,0.0918,287.72,2025-05-15,False
ALLS,120205,2025-04-30,APG3226549,Renewal,7110.37,0.1553,1104.24,2025-05-15,False
CHUB,120193,2025-04-30,UGA0974322,New,1079.7,0.1118,120.71,2025-05-15,False
AMFA,120165,2025-04-30,NGN7545498,New,1988.97,0.1175,233.7,2025-05-15,False
HART,120099,2025-04-30,YYY3682920,Renewal,1925.2,0.1314,252.97,2025-05-15,False
HART,120095,2025-04-30,DDG1759781,Renewal,2275.43,0.1128,256.67,2025-05-15,False
PRGS,120190,2025-04-30,MCA3960072,New,792.52,0.1153,91.38,2025-05-15,False
GEIC,120037,2025-04-30,GJA9874967,Renewal,7881.31,0.1467,1156.19,2025-05-15,False
CHUB,120146,2025-04-30,XHW0422865,Renewal,968.63,0.1245,120.59,2025-05-15,False
TRAV,120190,2025-04-30,DVH6965241,Renewal,9019.2,0.0852,768.44,2025-05-15,False
GEIC,120253,2025-04-30,GZX9387549,Renewal,6012.84,0.2,1202.57,2025-05-15,False
ALLS,120006,2025-04-30,DMM9474701,Renewal,6188.76,0.1369,847.24,2025-05-15,False
AMFA,120098,2025-04-30,YZZ9406412,New,1377.84,0.0686,94.52,2025-05-15,False
ALLS,120001,2025-04-30,GHF5108096,Renewal,1121.41,0.1277,143.2,2025-05-15,False
ALLS,120098,2025-04-30,EDP7781448,Renewal,619.38,0.1523,94.33,2025-05-15,False
FARM,120060,2025-04-30,SPL6935253,Renewal,1500.0,0.1858,278.7,2025-05-15,False
GEIC,120275,2025-04-30,XCX8467816,Renewal,1512.74,0.0902,136.45,2025-05-15,False
ALLS,120063,2025-04-30,HZP6971467,Renewal,2421.01,0.1242,300.69,2025-05-15,False
ALLS,120063,2026-06-30,HZP6971467,Audit,-83.58,0.1242,-10.38,2026-07-15,True
TRAV,120231,2025-04-30,ZCA9684486,Renewal,1955.2,0.1351,264.15,2025-05-15,False
NATI,120174,2025-04-30,KAP0511055,New,889.65,0.1173,104.36,2025-05-15,False
LIBM,120223,2025-04-30,FBP6922508,Renewal,666.74,0.142,94.68,2025-05-15,False
HART,120106,2025-04-30,VGW4995624,Endorsement,-57.58,0.1279,-7.36,2025-05-15,True
NATI,120103,2025-04-30,KNX8909390,Endorsement,58.19,0.1202,6.99,2025-05-15,False
HART,120267,2025-04-30,XLA0148144,Renewal,4952.15,0.1377,681.91,2025-05-15,False
FARM,120250,2025-09-30,ANF6144297,Endorsement,-5.18,0.1146,-0.59,2025-10-15,True
AMFA,120184,2025-04-30,LSK0742857,New,1519.66,0.0901,136.92,2025-05-15,False
ALLS,120177,2025-04-30,YTU6537242,Renewal,718.85,0.1144,82.24,2025-05-15,False
CHUB,120104,2025-04-30,HSS5802807,New,1144.38,0.1239,141.79,2025-05-15,False
TRAV,120030,2025-09-30,EBJ5993077,Endorsement,0.93,0.08,0.07,2025-10-15,False
HART,120021,2025-04-30,DJG3540003,Renewal,3102.42,0.1596,495.15,2025-05-15,False
HART,120104,2025-04-30,WXM2126716,New,515.59,0.0767,39.55,2025-05-15,False
CHUB,120097,2025-04-30,XCV7424729,Renewal,5366.46,0.2,1073.29,2025-05-15,False
HART,120098,2025-04-30,MHP3538831,Renewal,6053.73,0.0915,553.92,2025-05-15,False
PRGS,120116,2025-04-30,KDW9795187,Renewal,4290.27,0.1543,661.99,2025-05-15,False
NATI,120080,2025-04-30,WED1665854,Renewal,3598.73,0.1156,416.01,2025-05-15,False
PRGS,120046,2025-07-31,ZZW3354454,Endorsement,-35.9,0.111,-3.98,2025-08-15,True
PRGS,120111,2025-07-31,EWZ8462906,Cancel,-0.0,0.126,-0.0,2025-08-15,False
AMFA,120075,2025-04-30,KBJ0829430,New,1561.8,0.1066,166.49,2025-05-15,False
NATI,120105,2025-04-30,RDF5042379,New,1070.04,0.1141,122.09,2025-05-15,False
ALLS,120209,2025-04-30,ALM8682412,New,1472.8,0.0809,119.15,2025-05-15,False
ALLS,120101,2025-04-30,KJH3322899,New,1941.94,0.1112,215.94,2025-05-15,False
PRGS,120072,2025-04-30,KWA1861900,New,3795.2,0.116,440.24,2025-05-15,False
PRGS,120011,2025-04-30,EGN7623278,New,1451.18,0.1032,149.76,2025-05-15,False
ALLS,120151,2025-04-30,UYM3473755,Renewal,5570.38,0.1338,745.32,2025-05-15,False
ALLS,120023,2025-04-30,BJL1598173,Renewal,15000.0,0.1379,2068.5,2025-05-15,False
PRGS,120075,2025-04-30,FUA4968483,New,972.88,0.0992,96.51,2025-05-15,False
PRGS,120146,2026-01-31,FSG5328544,Endorsement,-10.73,0.102,-1.09,2026-02-15,True
PRGS,120047,2025-04-30,ALT1596723,Renewal,1500.0,0.1851,277.65,2025-05-15,False
LIBM,120256,2025-04-30,PYW7134648,Renewal,1455.67,0.1361,198.12,2025-05-15,False
LIBM,120189,2025-04-30,XDW3523939,Renewal,2197.53,0.1126,247.44,2025-05-15,False
ALLS,120033,2025-04-30,RKG3182595,New,2221.87,0.1132,251.52,2025-05-15,False
LIBM,120123,2025-04-30,VXR8917800,New,1135.63,0.1097,124.58,2025-05-15,False
GEIC,120015,2025-08-31,DCV6265443,Endorsement,10.82,0.1281,1.39,2025-09-15,False
